text,label
nagkaroon ng baha sa bayan.,disaster
nag roadtrip kami kahapon.,not_disaster
"career development, future planning",not_disaster
"massage therapy, relaxation time",not_disaster
promo ngayon! shop now ng milk tea.,not_disaster
ang daming tao kasi earthquake sa barangay.,disaster
free shipping nationwide until weekend,not_disaster
"bagyo ang nagdulot ng landslide sa aming lugar, financial help needed.",disaster
"tech review channel, latest gadgets",not_disaster
"evacuation center full, kulang ang supplies",disaster
"flash sale sa online store, limited time only",not_disaster
"meet up near plaza, swap items lang",not_disaster
nagka blackout buong bayan.,disaster
ptpa. fs : pwede buo pede parts lang! pm..x125 motor star 2019 model running.,not_disaster
nagkaroon ng lindol.,disaster
nagkaroon ng chemical leak sa planta.,disaster
nag travel ulit.,not_disaster
"Burning building sa probinsya, kailangan ng rescue",disaster
grabe bagyo dito sa amin.,disaster
watch for sale.,not_disaster
"rescue needed, pregnant woman trapped sa baha",disaster
"rescue needed, may mga naiwan sa bahay, baha pa rin",disaster
"new project launch, exciting times",not_disaster
macbook air for sale.,not_disaster
"may malakas na lindol, tumba lahat ng gamit.",disaster
"for delivery: homecooked meals, pila area lang",not_disaster
there was a report of flooded in the city.,disaster
"looking for secondhand phone, budget 5k",not_disaster
there was a report of strong quake in the city.,disaster
"baby shower, new life coming",not_disaster
"check out this shop, maraming place your order.",not_disaster
"selling brand new t-shirts, 100 pesos each.",not_disaster
"pagbebenta ng iphone 14 pro max, pm me.",not_disaster
"selling pre-loved shoes, still good condition.",not_disaster
"clearance sale, lahat ng items bagsak presyo",not_disaster
nagkaroon ng sunog sa building.,disaster
"ingat mga kapitbahay, may signal no. 3 kanina.",disaster
kumusta ang lahat? sana ay nasa mabuti kayong kalagayan.,not_disaster
"seismic activity, maraming tao nag-panic",disaster
"looking for secondhand books, pm offers",not_disaster
"ang cute ng aso ko, tignan nyo oh",not_disaster
"ingat mga kapitbahay, may nagsunog kanina.",disaster
mga tao stranded sa terminal.,disaster
promo ngayon! kainan ng milk tea.,not_disaster
"Landslide sa probinsya, maraming pamilya na-stranded",disaster
tablet sale.,not_disaster
"limited edition items, get yours now",not_disaster
"pizza party sa bahay, ang saya",not_disaster
"Earthquake sa probinsya, maraming tao na-stranded",disaster
"for sale: kitchenware, slightly used",not_disaster
"may sugatan sa landslide, kulang ang gamot",disaster
"ingat mga kapitbahay, may nilindol kanina.",disaster
chicken wings promo today.,not_disaster
"Tulong sa pag-drive, nahihirapan ako",not_disaster
"lumindol ulit, basag ang bintana namin",disaster
latest deal: nagkainan items today!,not_disaster
nag gala ulit.,not_disaster
there was a report of naglindol in the city.,disaster
"garage sale, all items must go",not_disaster
"storm surge destroyed houses near the lake, tulong po",disaster
"selling preloved kids clothes, p50 each.",not_disaster
smartphone discount.,not_disaster
ang daming nasirang bahay dahil sa bagyo.,disaster
"ang init ng panahon, sana umulan",not_disaster
"ingat mga kapitbahay, may heavy rains kanina.",disaster
"relief operation bukas 8am, kailangan ng volunteers",disaster
nabalitaan ko na naglindol sa probinsya.,disaster
"Tulong sa pag-encode, maraming data",not_disaster
grabe torrential rain dito sa amin.,disaster
food for sale.,not_disaster
Tulong sa paghahanap ng nawawalang ID,not_disaster
"umorder ng iphone 14 pro max, pm me.",not_disaster
latest deal: murang phone items today!,not_disaster
"accepting orders for milk tea, free delivery",not_disaster
"gas explosion sa bahay, may sugatan",disaster
promo ngayon! kumain ng milk tea.,not_disaster
nag shopping kami sa mall.,not_disaster
"Sunog sa palengke, maraming tindahan nasunog",disaster
nagkaroon ng baha ulit.,disaster
latest deal: sale ngayon items today!,not_disaster
there was a report of baha in the city.,disaster
"delivery available, order na ng ulam sa tanghali",not_disaster
"walang tubig at pagkain, please send help",disaster
nagkaroon ng chemical spill.,disaster
"Tulong sa pag-compare, hindi ko alam kung alin",not_disaster
"available rider here pwede din pong malayuan. pm lang po kayo any pabili srp+minimal df lang po pila,victoria, area😊🛵",not_disaster
ang daming murang phone na pagkain sa food park.,not_disaster
nagkaroon ng oil spill sa dagat.,disaster
"ingat mga kapitbahay, may typhoon kanina.",disaster
anyone selling baby crib?,not_disaster
"ingat mga kapitbahay, may overflowing river kanina.",disaster
"bagyo ang nagdulot ng baha sa buong barangay, donations needed.",disaster
"check out this shop, maraming nag-order.",not_disaster
"Landslide sa gilid ng kalsada, delikado",disaster
"kulang ang bigas, wala nang makain ang evacuees",disaster
"for sale: sofa set, good condition.",not_disaster
nagkaroon ng lindol ulit.,disaster
"nasira ang kabuhayan ng mga mangingisda sa bagyo, donations needed.",disaster
"gaming setup complete, perfect for streaming",not_disaster
"River overflow, maraming bahay binaha",disaster
"Gumuho ang lupa, maraming bahay nasira",disaster
"check out this shop, maraming promo.",not_disaster
"Gumuho ang lupa sa probinsya, maraming bahay nasira",disaster
