text,label,is_disaster,disaster_type
"check out this shop, maraming kain.",not_disaster,False,not_disaster
latest deal: kain items today!,not_disaster,False,not_disaster
"check out this shop, maraming kumain.",not_disaster,False,not_disaster
latest deal: kumain items today!,not_disaster,False,not_disaster
"check out this shop, maraming kainan.",not_disaster,False,not_disaster
latest deal: kainan items today!,not_disaster,False,not_disaster
"check out this shop, maraming nagkainan.",not_disaster,False,not_disaster
latest deal: nagkainan items today!,not_disaster,False,not_disaster
"foodtrip ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! foodtrip ng milk tea.,not_disaster,False,not_disaster
ang daming foodtrip na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming foodtrip.",not_disaster,False,not_disaster
latest deal: foodtrip items today!,not_disaster,False,not_disaster
"eat all you can ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! eat all you can ng milk tea.,not_disaster,False,not_disaster
ang daming eat all you can na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming eat all you can.",not_disaster,False,not_disaster
latest deal: eat all you can items today!,not_disaster,False,not_disaster
"buffet ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! buffet ng milk tea.,not_disaster,False,not_disaster
ang daming buffet na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming buffet.",not_disaster,False,not_disaster
latest deal: buffet items today!,not_disaster,False,not_disaster
"check out this shop, maraming bili.",not_disaster,False,not_disaster
latest deal: bili items today!,not_disaster,False,not_disaster
"check out this shop, maraming bumili.",not_disaster,False,not_disaster
latest deal: bumili items today!,not_disaster,False,not_disaster
"check out this shop, maraming nagbili.",not_disaster,False,not_disaster
latest deal: nagbili items today!,not_disaster,False,not_disaster
"check out this shop, maraming binili.",not_disaster,False,not_disaster
latest deal: binili items today!,not_disaster,False,not_disaster
"check out this shop, maraming pagbebenta.",not_disaster,False,not_disaster
latest deal: pagbebenta items today!,not_disaster,False,not_disaster
"buy 1 take 1 ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! buy 1 take 1 ng milk tea.,not_disaster,False,not_disaster
ang daming buy 1 take 1 na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming buy 1 take 1.",not_disaster,False,not_disaster
latest deal: buy 1 take 1 items today!,not_disaster,False,not_disaster
"shop now ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! shop now ng milk tea.,not_disaster,False,not_disaster
ang daming shop now na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming shop now.",not_disaster,False,not_disaster
latest deal: shop now items today!,not_disaster,False,not_disaster
"new release ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! new release ng milk tea.,not_disaster,False,not_disaster
ang daming new release na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming new release.",not_disaster,False,not_disaster
latest deal: new release items today!,not_disaster,False,not_disaster
"brand new ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! brand new ng milk tea.,not_disaster,False,not_disaster
ang daming brand new na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming brand new.",not_disaster,False,not_disaster
latest deal: brand new items today!,not_disaster,False,not_disaster
"preloved ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! preloved ng milk tea.,not_disaster,False,not_disaster
ang daming preloved na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming preloved.",not_disaster,False,not_disaster
latest deal: preloved items today!,not_disaster,False,not_disaster
"gadget sale ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! gadget sale ng milk tea.,not_disaster,False,not_disaster
ang daming gadget sale na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming gadget sale.",not_disaster,False,not_disaster
latest deal: gadget sale items today!,not_disaster,False,not_disaster
"murang phone ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! murang phone ng milk tea.,not_disaster,False,not_disaster
ang daming murang phone na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming murang phone.",not_disaster,False,not_disaster
latest deal: murang phone items today!,not_disaster,False,not_disaster
"affordable items ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! affordable items ng milk tea.,not_disaster,False,not_disaster
ang daming affordable items na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming affordable items.",not_disaster,False,not_disaster
latest deal: affordable items items today!,not_disaster,False,not_disaster
"sunog sa palengke, maraming tindahan nasunog",,,fire
"fire sa apartment building, maraming residente na-trap",,,fire
"gas explosion sa bahay, may sugatan",,,fire
"electrical fire sa office, lahat nag-evacuate",,,fire
"forest fire sa bundok, kumalat na sa residential area",,,fire
"nasunugan ang buong barangay, maraming pamilya nawalan ng bahay",,,fire
"sunog sa eskwelahan, lahat ng estudyante na-evacuate",,,fire
"burning building sa downtown, maraming tao na-stranded",,,fire
"apoy sa warehouse, maraming gamit nasunog",,,fire
"fire incident sa mall, lahat ng tao lumikas",,,fire
"baha sa buong barangay, maraming pamilya na-stranded",,,flood
"river overflow, maraming bahay binaha",,,flood
"heavy rainfall, maraming lugar binaha",,,flood
"dam overflow, maraming lugar binaha",,,flood
"sewer overflow, maraming lugar binaha",,,flood
"flash flood sa bayan, maraming sasakyan na-stranded",,,flood
"baha sa highway, hindi na madaanan ang kalsada",,,flood
"flooded ang buong subdivision, maraming pamilya na-stranded",,,flood
"baha sa palengke, maraming tindahan binaha",,,flood
"river overflow sa probinsya, maraming bahay binaha",,,flood
"malakas na lindol sa probinsya, maraming nasirang bahay",,,earthquake
"strong earthquake sa probinsya, maraming gusali nasira",,,earthquake
"aftershock pa rin, maraming tao natatakot",,,earthquake
"ground shaking, maraming bintana nabasag",,,earthquake
"seismic activity, maraming tao nag-panic",,,earthquake
"lindol sa bayan, maraming bahay nasira",,,earthquake
"earthquake sa probinsya, maraming gusali nasira",,,earthquake
"strong quake sa probinsya, maraming tao na-stranded",,,earthquake
"lindol sa mall, maraming tao nag-panic",,,earthquake
"earthquake sa hospital, maraming pasyente na-transfer",,,earthquake
"typhoon signal number 4 na, lahat ng tao nag-evacuate",,,typhoon
"super typhoon sa probinsya, maraming bahay natangay",,,typhoon
"storm surge sa coastal area, maraming bahay natangay",,,typhoon
"malakas na ulan, maraming lugar binaha",,,typhoon
"typhoon sa probinsya, maraming pamilya na-stranded",,,typhoon
"signal #3 na raw, walang pasok bukas",,,typhoon
"bagyo sa probinsya, maraming bahay nasira",,,typhoon
"typhoon sa bayan, maraming tao na-stranded",,,typhoon
"storm sa probinsya, maraming gusali nasira",,,typhoon
"landslide sa bundok, hindi na madaanan ang kalsada",,,landslide
"gumuho ang lupa sa bundok, maraming bahay natabunan",,,landslide
"landslide sa highway, hindi na madaanan ang daan",,,landslide
"gumuhong lupa sa bundok, maraming pamilya na-stranded",,,landslide
"landslide sa probinsya, maraming bahay natabunan",,,landslide
"gumuho ang bundok, maraming tao na-stranded",,,landslide
"landslide sa kalsada, hindi na madaanan ang daan",,,landslide
"gumuhong lupa sa probinsya, maraming bahay natabunan",,,landslide
"landslide sa bundok, maraming pamilya na-stranded",,,landslide
"gumuho ang lupa sa highway, hindi na madaanan ang daan",,,landslide
"volcanic eruption, maraming abo sa hangin",,,other
"tsunami warning, lahat ng tao lumikas",,,other
"wildfire sa bundok, kumalat na sa mga bahay",,,other
"tornado sa bayan, maraming puno natumba",,,other
"drought sa probinsya, walang tubig ang mga magsasaka",,,other
"sinkhole sa highway, delikado ang daan",,,other
"gas leak sa planta, maraming tao na-evacuate",,,other
"chemical explosion sa factory, maraming sugatan",,,other
"oil spill sa dagat, maraming isda namatay",,,other
"nuclear leak sa planta, maraming tao na-evacuate",,,other
"mega sale sa mall, 70% off lahat ng items",,,not_disaster
sarap ng bagong restaurant sa town,,,not_disaster
"new phone unboxing, so excited",,,not_disaster
"workout session complete, feeling great",,,not_disaster
"family reunion this weekend, excited na",,,not_disaster
"job interview went well, positive vibes",,,not_disaster
"online shopping spree, ang dami kong nakuha",,,not_disaster
"black friday sale, maraming murang gadgets",,,not_disaster
"christmas sale, perfect time para mag-shopping",,,not_disaster
"clearance sale, lahat ng items bagsak presyo",,,not_disaster
